fold_num,precision,recall,log_loss,roc_auc
0,0.992776886035313,0.993574297188755,1.6865790303756878e-4,0.9999832702698344
1,0.9976671850699844,0.9976671850699844,1.646702849052853e-4,0.9999808555589684
2,0.9969325153374232,0.9969325153374232,1.4551815054769212e-4,0.9999966046543904
3,0.9975369458128078,0.9975369458128078,1.168020048031319e-4,0.9999866689045812
4,0.9977186311787072,0.9977186311787072,1.371019136109791e-4,0.9999959727623648
