verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,597,0.0137975958170761,144,binary,-1,0,0.9975922953451043,0.9983935742971888,0.00013890749478588969,0.9999960274834279
