verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,597,0.0137975958170761,144,binary,-1,3,0.9950738916256158,0.9950738916256158,0.00014089226696503576,0.9995475748959908
