verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,668,0.0152740024388935,172,binary,-1,1,0.9976671850699844,0.9976671850699844,0.00014355583988391582,0.9999948736119814
