verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,640,0.0121865581553606,165,binary,-1,0,0.9927826784282278,0.9943775100401606,0.00015453464435978903,0.9999954336220384
