verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,612,0.0126801789890164,155,binary,-1,2,0.9961656441717791,0.9961656441717791,0.0001279788089985647,0.9999971980385975
