verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,588,0.014850789096571,146,binary,-1,3,0.9991789819376026,0.9991789819376026,0.00011778316482835568,0.9999617727788697
