verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,552,0.0134677169633688,91,binary,-1,3,0.9958949096880131,0.9958949096880131,0.0001398096501820947,0.9999843447089499
