verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,555,0.0143517600943852,147,binary,-1,4,0.9977186311787072,0.9977186311787072,0.0001371019136109791,0.9999959727623647
