verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,552,0.0134677169633688,91,binary,-1,2,0.9946319018404908,0.9946319018404908,0.00015815824648036857,0.9999967305059468
