verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,668,0.0152740024388935,172,binary,-1,0,0.9935846030473136,0.9951807228915662,0.00017377239655444368,0.999995351687876
