verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,640,0.0121865581553606,165,binary,-1,4,0.9946808510638298,0.9954372623574145,0.000155787835104635,0.9999816842805304
