verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,597,0.0137975958170761,144,binary,-1,2,0.9961656441717791,0.9961656441717791,0.00014540993217484409,0.9999967011013775
