verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,640,0.0121865581553606,165,binary,-1,1,0.995334370139969,0.995334370139969,0.00017054939849025616,0.9999941407525476
