verbose,num_trees,learning_rate,min_data_in_leaf,objective,early_stopping_round,fold_num,precision,recall,log_loss,roc_auc
-1,588,0.014850789096571,146,binary,-1,2,0.9969325153374233,0.9969325153374233,0.00013643139488458785,0.9999966922800066
